key_id,year,funded,amount,lead_unit_code,project_title,originating_sponsor,originating_sponsor_type,direct_sponsor,direct_sponsor_type,sponsor_selection_rule
K000154544,2022,TRUE,28051.24,1172,"Sustaining Rural Livelihoods, Livestock Grazing, and Sage-Grouse Habitat in Western Sagebrush Systems",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nevada Reno,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000151628,2022,FALSE,7478.2,1172,Economic Impacts of the Hemp Industry: Opportunities for Rural Development,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Vermont,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000154310,2022,TRUE,99974.34,1172,Peach and Orchard Disease Risk Managment Tool,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000154250,2022,FALSE,7061.38,1173,Stop the Rot: Combating Onion Bacterial Diseases with Pathogenomic Tools and Enhanced Management Strategies,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000152552,2022,FALSE,1495664.63,1170,Incentivizing Climate Smart Commodities with a Robust MMRV Platform,USDA-NRCS-Natural Resources Consvtn Srv,Federal,North Carolina State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000152224,2022,FALSE,18324818.48,1171,Creating a Marketplace for Climate Smart Beef,USDA-NRCS-Natural Resources Consvtn Srv,Federal,Texas Tech University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000152066,2022,FALSE,35000,1172,Investigating the Causes and Consequences of Diet Quality Variation Across the Distribution,"University of California, Davis",Other Domestic Higher Education,Pennsylvania State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000154530,2022,FALSE,29987.83,1170,"Ecosystem Services, Specialty Crops, and Cultural Value of Agrivoltaic Systems",Western Sustainable Agriculture Research & Education,Domestic Non-Profit (other than Domestic Foundations),Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155426,2023,TRUE,240001.04,1171,"Effects of Extended Colostrum Feeding to Calf-Fed Dairy-Beef Cross Steers on Health, Performance, Fecal Resistome, and Carcass Characteristics",California Department of Food and Agriculture,Other Domestic State Government,"University of California, Davis",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157813,2023,FALSE,22071.18,1172,COVID 19: Modeling COVID-19 to Support the State Government FY22,Colorado Department of Public Health and Environment,State of Colorado,Colorado School of Public Health Center for Global Health,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
