key_id,year,funded,amount,lead_unit_code,project_title,originating_sponsor,originating_sponsor_type,direct_sponsor,direct_sponsor_type,sponsor_selection_rule
K000155087,2023,TRUE,33750,1172,CDPHE CSPH COVID Analysis,Colorado Department of Public Health and Environment,State of Colorado,University of Colorado at Denver,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155304,2023,FALSE,449979.45,1170,"Self-Assembly Behavior, Interactions, and Mobility of Per- and Polyfluoroalkyl Substances (PFAS) in Water and Soil Contaminated with Aqueous Film-Forming Foam (AFFF)",DOD-US Department of Defense,Federal,University at Buffalo-The State University of New York,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155676,2023,FALSE,134087.54,1170,Ultra High Recovery Desalination of Produced Water with LSRRO Systems,DOE-US Department of Energy,Federal,Colorado School of Mines,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155071,2023,FALSE,119213.85,1170,Prediction of Microbial and Biogeochemical Dynamics in Response to Precipitation in Rangeland Ecosystem Terrestrial-Aquatic Interfaces,DOE-US Department of Energy,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155513,2023,FALSE,239538.51,1170,Generalized Language Models for Massively Scalable Predictive Omics,DOE-US Department of Energy,Federal,University of Colorado at Denver,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157626,2023,FALSE,50022.23,1171,Diversifying on Farm Income in Appalachia: Quantifying the Integration of Beef Cattle Grazing and Photovoltaics,DOE-US Department of Energy,Federal,West Virginia University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157292,2023,TRUE,157768.89,1170,Feed the Future Innovation Lab for Crop Improvement (CIIL),DOS-AID-Agency for Inter. Development,Federal,Cornell University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155736,2023,TRUE,137501.05,1170,Erin Jackson: Ecosystem Service Multifunctionality in Agroecosystems under Contrasting Management,Foundation for Food & Agriculture Research,Domestic Non-Profit (other than Domestic Foundations),North Carolina State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156290,2023,FALSE,1012487.01,1170,OCO-neXt: The Next Generation Orbiting Carbon Observatory,NASA-National Aeronautics and Space Administration,Federal,California Institute of Technology/Jet Propulsion Lab,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156555,2023,TRUE,155036.82,1177,Identification and Characterization of Genetic Resistance to Wheat Stem Sawfly in Wild Wheat Introgression Lines,NSF-National Science Foundation,Federal,Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157623,2023,FALSE,263256.53,1172,Beyond African Swine Fever Modeling: Multi-Scale Characterization of the Ecological and Socio-Economic Drivers of Swine Pandemics,NSF-National Science Foundation,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000154973,2023,TRUE,17249.83,1173,"Colorado Sustainable Agricultural Professional Development Program, (2021 - 2023)",USDA-AMS-Agricultural Marketing Service,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157599,2023,TRUE,25000.16,1172,Workshop on Data Usage Statistics,USDA-ERS-Economic Research Service,Federal,New York University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155306,2023,TRUE,34998.75,1172,Agricultural and Economywide Effects of the Ukraine Conflict,USDA-Foreign Agricultural Service,Federal,University of Minnesota,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157468,2023,TRUE,24000.68,1172,"Dollar Store Entry, Food Prices, and Food Security",USDA-NIFA-National Institute of Food and Agriculture,Federal,Arizona State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157472,2023,TRUE,16719.63,1172,Food Supply Chain Disruptions: Market-Based Resilience Strategies,USDA-NIFA-National Institute of Food and Agriculture,Federal,Arizona State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156976,2023,TRUE,232963.78,1170,Applications of OpenET and Satellite-Based Evapotranspiration Information to Advance Data-Driven Water Management in the Southwest and Southern Plains Regions,USDA-NIFA-National Institute of Food and Agriculture,Federal,California State University Monterey Bay,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156370,2023,FALSE,213598.81,1171,Muscle Proteomic and Metabolomic Response to Managed Growth Rate in Pigs - Linking Growth to Variation in Fresh Pork Quality,USDA-NIFA-National Institute of Food and Agriculture,Federal,Iowa State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156369,2023,TRUE,34999.56,1177,Great Plains Diagnostic Network - Colorado State University Plant Diagnostic Clinic 2022-2026,USDA-NIFA-National Institute of Food and Agriculture,Federal,Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155848,2023,FALSE,449525.65,1172,Taters for Tots: Coordinated Multi-Location Research and Strategic Outreach for Attaining Closer to Zero Toxic Metals in Sweetpotato,USDA-NIFA-National Institute of Food and Agriculture,Federal,Louisiana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155728,2023,TRUE,200696.38,1177,Enhancing Integrated Insect Pest Management Strategies for U.S. Potato Production Systems,USDA-NIFA-National Institute of Food and Agriculture,Federal,Michigan State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157475,2023,TRUE,99661.8,1170,Upskilling Ag Professionals: Soil and Water Stewardship through IoT and AI,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157676,2023,TRUE,29962.9,1173,Samantha Rosado: Optimizing Carbon Dioxide Enrichment to Improve Fruit Quality and Expand Local Opportunities for Controlled Environment Strawberry Production,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157457,2023,FALSE,97932.95,1171,Talking Sustainability in Animal Agriculture: A Co-Created Professional Development Program for Communication Skill Building and Educational Resource Development,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157332,2023,FALSE,349049.71,1173,Enhancing Sustainability of Chili Peppers and Cantaloupe Production Practices through the Evaluation of Alternative Pre and Postharvest Activities that Enhance Food Safety,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157193,2023,TRUE,349817.79,1170,Variable Rate Manure Application with Real-Time Nutrient Sensing for Improved Soil Health and Reduced Environmental Impacts of Dairy Manure Use,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156760,2023,FALSE,278033.78,1173,Advancing Agricultural Biosecurity Detection and Diagnostics for Re-emerging Potato Tuber Borne Diseases Using Mass Spectrometry Systems,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155820,2023,FALSE,940102.96,1177,Ensuring viability of U.S. Potato Production Systems through management strategies to support soil health,USDA-NIFA-National Institute of Food and Agriculture,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155811,2023,FALSE,456413.13,1170,Fallow Replacement with Legume Crops - Winter Field Peas and Cowpeas - for Dryland Cropping Systems in the US Great Plains,USDA-NIFA-National Institute of Food and Agriculture,Federal,South Dakota State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157251,2023,FALSE,213004.26,1171,Evaluating Farm Performance and Resource Use in Farms Adopting Dairy Technologies,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155691,2023,TRUE,827368.09,1173,Potato Breeding and Cultivar Development in the Southwest,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155554,2023,FALSE,221600.68,1171,Evaluating Strategies to Improve Resiliency in Organic Dairy Cows,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155983,2023,TRUE,215978.37,1171,Effect of Supranutrional Vitamin E Supplementation on Production Efficiency and Product Quality of Feedlot Steers with Different Pulmonary Arterial Pressures,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Connecticut,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156802,2023,FALSE,59954.41,1173,Cultivating Minds Abroad: Empowering Students Through International Extension Experiences,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Georgia,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156534,2023,TRUE,107550.99,1172,"The Economics of Climate, Groundwater, and Agriculture: Empirical Evidence from U.S. Cropland",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Maryland,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155075,2023,FALSE,24989.74,1170,Identifying the Mechanisms of Nonpreference in Wheat and Related Species for Integrated Control of Wheat Stem Sawfly,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000155358,2023,FALSE,185293.25,1172,"Agricultural Workforce Opportunity & Readiness Connections: High-Impact Experiences for Next-Generation Extension, Outreach, and Nonformal Education Professionals (AgWORC)",USDA-NIFA-National Institute of Food and Agriculture,Federal,Utah State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157233,2023,TRUE,119617.28,1171,"Optimizing Individualized Feeding to Increase Production And Profit, And Minimize Environmental Impacts Of Dairy Farms",USDA-NIFA-National Institute of Food and Agriculture,Federal,Virginia Tech University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157610,2023,TRUE,99993.49,1172,Risks and Risk Management for Wolf-Livestock Conflicts in the West,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156712,2023,FALSE,423393.32,1177,Agricultural Biosecurity: A Versatile High-Throughput Molecular Diagnostic Protocol to Detect Plant Pathogens,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000156745,2023,FALSE,324998.09,1177,Agricultural Biosecurity: Survey of Beet Curly Top Virus (BCTV) Hosts and Strains across the Western U.S. and Forecasting Disease Risk to Plant Production,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157367,2023,FALSE,598649.21,1170,Modernizing Nutrient Management Recommendations for Climate-Smart Crop Production in the West: The Fertilizer Recommendation Support Tool (FRST),USDA-NRCS-Natural Resources Consvtn Srv,Federal,Utah State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158421,2024,FALSE,43826.4,1172,Digital Community Animal Health Worker Training and Mentoring for Improved Service and Market Linkages,Abdul Latif Jameel Poverty Action Lab,Domestic Non-Profit (other than Domestic Foundations),"University of California, Davis",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159842,2024,TRUE,22072.55,1172,CDPHE COVID Analysis,Colorado Department of Public Health and Environment,State of Colorado,University of Colorado at Denver,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159993,2024,FALSE,499999.75,1172,Economic Assessment of Latin American Supply Chains,DHS-US Department of Homeland Security,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159297,2024,TRUE,3638,1172,Measuring the Economic Impacts of African Swine Fever Virus on United States Supply Chains,DHS-US Department of Homeland Security,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158780,2024,FALSE,156912.76,1170,Rapid Determination and Prediction of Physical-Chemical Properties of PFAS Impacting their Fate and Transport using Microfluidics and Machine Learning,DOD-US Department of Defense,Federal,University at Buffalo-The State University of New York,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159211,2024,FALSE,461921.33,1172,"Formal Methods for Analyzing Temporal Orientation, Climate Change, and Violent Extremism",DOD-US Department of Defense,Federal,Yale University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159707,2024,TRUE,1202641.82,1170,Feed the Future Innovation Lab for Crop Improvement,DOS-AID-Agency for Inter. Development,Federal,Cornell University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157296,2024,TRUE,290897.55,1170,Feed the Future Innovation Lab for Crop Improvement (CIIL),DOS-AID-Agency for Inter. Development,Federal,Cornell University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160459,2024,TRUE,30973.34,1170,Re-assessing expert views on soil carbon,Environmental Defense Fund,Domestic Non-Profit (other than Domestic Foundations),American University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159266,2024,TRUE,164998.35,1170,Tayin Wang: Uncovering Mechanistic Underpinnings of Microbial Traits in Enhancing Soil C Sequestration and Crop Nutrient Use Efficiency,Foundation for Food & Agriculture Research,Domestic Non-Profit (other than Domestic Foundations),North Carolina State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158460,2024,FALSE,164998.35,1177,Andre Araujo: Investigation of Scorch(TM) EXT Resistance Mechanisms in Kochia Population from Colorado,Foundation for Food & Agriculture Research,Domestic Non-Profit (other than Domestic Foundations),North Carolina State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161260,2024,FALSE,99995.49,1170,Towards virus therapy of a climate-critical ecosystem,Grantham Foundation,Domestic Foundations,The Ohio State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158558,2024,FALSE,1762278.81,1170,Microbial Ecology of the Inflamed Intestine,HHS-NIH-National Institutes of Health,Federal,The Ohio State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158442,2024,TRUE,54994.77,1172,Packaging and processing of foods for safety and reduced environmental impact in Malawi,Tufts University,Other Domestic Higher Education,Washington University in St. Louis,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158813,2024,FALSE,49728.05,1173,Modelling for Sugar Beet Pile Maintenance for Respiration and Disease,USDA-ARS-Agricultural Research Service,Federal,Michigan State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159108,2024,TRUE,34996.21,1172,Global Economic Effects of Trade Restrictions on Seafood From Japan,USDA-Foreign Agricultural Service,Federal,University of Minnesota,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160169,2024,FALSE,213432.4,1171,A proteomic and metabolomic approach to link growth rate in pigs to variations in pork quality,USDA-NIFA-National Institute of Food and Agriculture,Federal,Iowa State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160389,2024,FALSE,190891.23,1172,One Health Economic Assessment of Zoonotic Diseases,USDA-NIFA-National Institute of Food and Agriculture,Federal,Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159479,2024,TRUE,40499.53,1177,Great Plains Diagnostic Network - Colorado State University Plant Diagnostic Clinic 2024-25,USDA-NIFA-National Institute of Food and Agriculture,Federal,Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158914,2024,FALSE,133706.19,1170,Improving Alfalfa Management for Producer Success,USDA-NIFA-National Institute of Food and Agriculture,Federal,Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158872,2024,FALSE,320987.36,1172,Taters for Tots: Coordinated Multi-Location Research and Strategic Outreach for Attaining Closer to Zero Toxic Metals in Sweet Potato,USDA-NIFA-National Institute of Food and Agriculture,Federal,Louisiana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161420,2024,TRUE,29999.49,1170,Erin Jackson: Improving climate resilience of winter squash production in the Northern Plains,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161205,2024,TRUE,29928.43,1173,Makenzie Lee: Evaluating Edible Flowers for Intercropping with Vegetables to Enhance Producer Market Diversification,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160554,2024,FALSE,349800.68,1173,"Boosting Orchard Nutrition, Health and Productivity with Legume Residue Integration into the Soil",USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160898,2024,FALSE,349712.2,1171,Coupling precision livestock management (PLM) and emissions measurement technologies to develop sustainable management strategies in the western Great Plains,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160921,2024,FALSE,82264.14,1171,Developing Management Recommendations for Equine Grazing in a Semi-arid Climate,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160368,2024,FALSE,349984.17,1171,Implementation of Multilingual Education Modules for the Dairy Workforce to Promote Sustainable Dairy Systems,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160983,2024,TRUE,84497.69,1170,Assessing compost tea effects on soil health and crop quality in semi-arid farming systems,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000157694,2024,TRUE,29997.25,1177,Lara Amiri-Kazaz: Implementing Host Plant Resistance and Biological Control for Suppression of Aphids and Alfalfa Mosaic Virus in Organic and Conventional Chile Pepper Production,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158976,2024,FALSE,931377.94,1177,Ensuring Viability of U.S. Potato Production Systems through Management Strategies to Support Soil Health,USDA-NIFA-National Institute of Food and Agriculture,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158381,2024,TRUE,11000.47,1173,Western Regional Center to Enhance Food Safety: Sustaining a Collaborative Network to Support the Safety of our Food Supply,USDA-NIFA-National Institute of Food and Agriculture,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158873,2024,FALSE,527675.81,1170,Fallow Replacement with Legume Crops - Winter Field Peas and Cowpeas - for Dryland Cropping Systems in the US Great Plains,USDA-NIFA-National Institute of Food and Agriculture,Federal,South Dakota State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158189,2024,FALSE,234559.38,1171,Evaluating Genetic and Farm Management Strategies to Improve Resiliency in Organic Dairy Cows,USDA-NIFA-National Institute of Food and Agriculture,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159044,2024,TRUE,2946168.56,1170,Enabling Farmer Discovery and Managing Critical Tradeoffs with the Emergence of National Scale Carbon Markets,USDA-NIFA-National Institute of Food and Agriculture,Federal,The Ohio State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160730,2024,FALSE,423546.22,1170,"Partnership: Managing multiple ecosystem services of rice production in response to rising temperatures: GHG emissions, metal(loid) content, and harvest yield",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Arkansas,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160728,2024,FALSE,443138.53,1171,Beef Cattle With High Pulmonary Arterial Pressures: Rapid Identification And Outcome Of Lubabegron Supplementation,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Connecticut,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159339,2024,FALSE,469412.39,1173,Turfgrass Genotype Research to Advance Sustainable Solutions,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Connecticut,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159653,2024,FALSE,498410.89,1173,Sustainable Harvest: A Comprehensive Approach to Prevent Postharvest Losses in Melons and Peppers with Food Waste Repurposing,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Georgia,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159539,2024,FALSE,914580.94,1101,The Offal Party: A Mission To Rescue Craft Organ Meats From Landfills Through Entrepreneurship,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Georgia,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160266,2024,TRUE,79906.37,1172,"A Comprehensive Study of Non-GMO and Bioengineered Disclosures: Consumer Preference, Producer Impact, and Certifier Choice",USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Kentucky,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161018,2024,TRUE,83567.93,1101,Inspiring Trust Through Data Management: A Framework For Producer Data Management To Enable Research On Difficult Topics,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160802,2024,FALSE,66903.49,1170,Identifying mechanisms of nonpreference in wheat and related species for integrated control of wheat stem sawfly,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159263,2024,FALSE,1429434.5,1170,SAWFLIES: Sustaining Agronomy of Wheat for the Future by Leveraging Interdisciplinary Expertise in Science,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158458,2024,TRUE,25004.13,1170,Identifying the Mechanisms of Nonpreference in Wheat and Related Species for Integrated Control of Wheat Stem Sawfly,USDA-NIFA-National Institute of Food and Agriculture,Federal,University of Nebraska,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000158325,2024,TRUE,300002.26,1173,More Bang for your Buckwheat,USDA-NIFA-National Institute of Food and Agriculture,Federal,Washington State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000159815,2024,TRUE,19998.93,1170,A reappraisal of sorghum growing degree days: a regional approach,United Sorghum Checkoff Program,Domestic Non-Profit (other than Domestic Foundations),Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000160966,2024,FALSE,19999.73,1177,An inexpensive sequencing array for detecting and tracking target-site resistance in all major weed species,Weed Science Society of America,Domestic Non-Profit (other than Domestic Foundations),Michigan State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162339,2025,FALSE,186123.44,1177,Assessing the biogeochemical response of forest soil to prescribed fire and mastication treatments in the rare and threatened Pygmy Forest Ecosystems of California,California Department of Forestry and Fire Protection,Other Domestic State Government,"University of California, Davis",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161323,2025,TRUE,10650.5,1172,Measuring the Economic Impacts of African Swine Fever on United States Supply Chains,DHS-US Department of Homeland Security,Federal,Texas A and M University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162420,2025,FALSE,129473.24,1170,Prediction of microbial and biogeochemical dynamics in response to precipitation in rangeland ecosystems,DOE-US Department of Energy,Federal,Oregon State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162343,2025,FALSE,1464975.52,1173,A systems biology approach to manipulate the spatiotemporal dynamics of lignin degradation in sorghum roots for long-term carbon sequestration,DOE-US Department of Energy,Federal,University of Missouri,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162795,2025,FALSE,299808.54,1170,"Leveraging the TAPS platform to Advance Smart, Economic, and Resource Efficient Agriculture through Decision Support and Policy Innovation",Foundation for Food & Agriculture Research,Domestic Non-Profit (other than Domestic Foundations),Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164044,2025,FALSE,503467.45,1177,Myco-Ed: A National Platform Bringing Fungal Genomics to the Biomedical Workforce,HHS-NIH-Nat Inst of General Medical Sci,Federal,Georgia Southern University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161296,2025,FALSE,66422.15,1173,"Colonic Senescence: Unveiling Microbiome Drivers And Impact Of Pulses In A Randomized, Placebo-Controlled, Clinical Trial (R01)",HHS-NIH-National Institutes of Health,Federal,"University of California, Davis",Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161668,2025,FALSE,38041.6,1171,CCTSI: Establishing a preclinical bovine model for germ cell mosaicism,HHS-NIH-National Institutes of Health,Federal,University of Colorado Anschutz Medical Campus,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000161884,2025,FALSE,1999999.99,1170,BII: Life at the Extremes: Investigating the co-evolution of extremophilic plants and their rhizosphere microbiomes in the Earth's harshest ecosystems,NSF-National Science Foundation,Federal,Texas Tech University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162084,2025,FALSE,1608143,1170,BII: EMERGE2: Integrating from Molecules to Landscapes to Decode the Rules of Emergent Ecosystem Response to Change,NSF-National Science Foundation,Federal,The Ohio State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162701,2025,FALSE,9754778.7,1170,"Center: WeM5: Building a Unified Framework for Wetland Monitoring, Modeling, and Management of Methane and Microbes",NSF-National Science Foundation,Federal,University of New Hampshire,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163609,2025,FALSE,24619.47,1177,"Mixtures of alfalfa with different fall dormancy ratings for weed suppression, increased forage yield and quality",National Alfalfa and Forage Alliance,Domestic Non-Profit (other than Domestic Foundations),University of Wyoming,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000162457,2025,FALSE,90000.68,1170,"CO-WY Engines: An AI-based Remote Sensing System for Comprehensive, Rapid, and Continuous Soil Monitoring in Areas Affected by Wildfires near Abandoned Mine Sites","Rocky Mountain Innovation Initiative, Inc. DBA Innosphere Ventures",Domestic Non-Profit (other than Domestic Foundations),Colorado School of Mines,State of Colorado Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164049,2025,FALSE,219880.76,1172,"The roles of startups, corporations, and public institutions in U.S. agricultural innovation",USDA-NIFA-National Institute of Food and Agriculture,Federal,Auburn University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164259,2025,FALSE,57409.01,1171,ALPAGEN-Strengthening Alpaca Farming through Genetic Improvement Strategies,USDA-NIFA-National Institute of Food and Agriculture,Federal,Iowa State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164538,2025,FALSE,22625.53,1171,Prediction of heifer pregnancy using ultrasound measures of backfat and potential management strategies for beef cattle producers,USDA-NIFA-National Institute of Food and Agriculture,Federal,Iowa State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000163945,2025,FALSE,366618.64,1170,Leveraging adaptive potential of ancient wheats to improve drought resilience of winter wheat cultivars,USDA-NIFA-National Institute of Food and Agriculture,Federal,Kansas State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
K000164663,2025,TRUE,84989.94,1173,Sustainable Cantaloupe in Semi-Arid Colorado: Revising Irrigation and Harvest Practices to Reduce Water Use and Contamination Risk,USDA-NIFA-National Institute of Food and Agriculture,Federal,Montana State University,Other Domestic Higher Education,Prime sponsor reported; direct sponsor is pass-through
