key_id,project_title,date_sent,date_sent_year,start_date,start_year,amount,included_by_date_sent,included_by_start_date,explanation
K000148564,Implications of Solar Radiation Management for Strategic Behavior and Climate Governance,2021-01-13,2021,2020-09-01,2020,75080.14,TRUE,FALSE,Included in proposal-submission cohort; project start predates review window
K000154606,Profitability of U.S. Beginning Farmers and Ranchers,2022-12-29,2022,2020-09-23,2020,4600,TRUE,FALSE,Included in proposal-submission cohort; project start predates review window
