key_id,year,lead_unit_code,lead_unit_name,dare_lead,investigator_entry,investigator_name,investigator_role,investigator_unit_code,investigator_last,investigator_first,investigator_person_key,parse_success,roster_last,roster_first,roster_area,dare_roster_match
K000166401,2026,1170,Soil + Crop Sciences,FALSE,"Schipanski,Meagan Erin (Primary PI) 1170","Schipanski,Meagan Erin",Primary PI,1170,Schipanski,Meagan Erin,schipanski|m,TRUE,,,,FALSE
K000166688,2026,1170,Soil + Crop Sciences,FALSE,"Mason,Richard Esten (Primary PI) 1170","Mason,Richard Esten",Primary PI,1170,Mason,Richard Esten,mason|r,TRUE,,,,FALSE
K000166827,2026,1171,Animal Sciences,FALSE,"Narayanan Nair,Mahesh (Primary PI) 1171","Narayanan Nair,Mahesh",Primary PI,1171,Narayanan Nair,Mahesh,narayanan nair|m,TRUE,,,,FALSE
K000166827,2026,1171,Animal Sciences,FALSE,"Geornaras,Ifigenia (Co-PI) 1171","Geornaras,Ifigenia",Co-PI,1171,Geornaras,Ifigenia,geornaras|i,TRUE,,,,FALSE
K000166827,2026,1171,Animal Sciences,FALSE,"Delmore,Robert J (Key Person) 1171","Delmore,Robert J",Key Person,1171,Delmore,Robert J,delmore|r,TRUE,,,,FALSE
K000166827,2026,1171,Animal Sciences,FALSE,"Zhang,Peipei (Key Person) 1171","Zhang,Peipei",Key Person,1171,Zhang,Peipei,zhang|p,TRUE,,,,FALSE
K000166827,2026,1171,Animal Sciences,FALSE,"Belk,Keith (Key Person) 1171","Belk,Keith",Key Person,1171,Belk,Keith,belk|k,TRUE,,,,FALSE
K000166173,2026,1171,Animal Sciences,FALSE,"Place,Sara (Primary PI) 1171","Place,Sara",Primary PI,1171,Place,Sara,place|s,TRUE,,,,FALSE
K000166173,2026,1171,Animal Sciences,FALSE,"Vargas Martinez,Juan de Jesus de Jesus (Co-PI) 1171","Vargas Martinez,Juan de Jesus de Jesus",Co-PI,1171,Vargas Martinez,Juan de Jesus de Jesus,vargas martinez|j,TRUE,,,,FALSE
K000166173,2026,1171,Animal Sciences,FALSE,"Manriquez Alvarez,Diego Ignacio (Co-PI) 1171","Manriquez Alvarez,Diego Ignacio",Co-PI,1171,Manriquez Alvarez,Diego Ignacio,manriquez alvarez|d,TRUE,,,,FALSE
K000166173,2026,1171,Animal Sciences,FALSE,"Gomes Sitorski,Leonardo (Co-PI) 1171","Gomes Sitorski,Leonardo",Co-PI,1171,Gomes Sitorski,Leonardo,gomes sitorski|l,TRUE,,,,FALSE
K000166173,2026,1171,Animal Sciences,FALSE,"Marostegan de Paula,Eduardo (Co-PI) 1171","Marostegan de Paula,Eduardo",Co-PI,1171,Marostegan de Paula,Eduardo,marostegan de paula|e,TRUE,,,,FALSE
K000166803,2026,1171,Animal Sciences,FALSE,"Belk,Keith (Primary PI) 1171","Belk,Keith",Primary PI,1171,Belk,Keith,belk|k,TRUE,,,,FALSE
K000166803,2026,1171,Animal Sciences,FALSE,"Narayanan Nair,Mahesh (Co-PI) 1171","Narayanan Nair,Mahesh",Co-PI,1171,Narayanan Nair,Mahesh,narayanan nair|m,TRUE,,,,FALSE
K000166803,2026,1171,Animal Sciences,FALSE,"Delmore,Robert J (Co-PI) 1171","Delmore,Robert J",Co-PI,1171,Delmore,Robert J,delmore|r,TRUE,,,,FALSE
K000166312,2026,1173,Horticulture + Landscape Architecture,FALSE,"Uchanski,Mark E (Primary PI) 1173","Uchanski,Mark E",Primary PI,1173,Uchanski,Mark E,uchanski|m,TRUE,,,,FALSE
K000166423,2026,1173,Horticulture + Landscape Architecture,FALSE,"Burcham,Daniel C (Primary PI) 1173","Burcham,Daniel C",Primary PI,1173,Burcham,Daniel C,burcham|d,TRUE,,,,FALSE
K000166679,2026,1177,Agricultural Biology,FALSE,"Szczepaniec,Adrianna (Primary PI) 1177","Szczepaniec,Adrianna",Primary PI,1177,Szczepaniec,Adrianna,szczepaniec|a,TRUE,,,,FALSE
K000166679,2026,1177,Agricultural Biology,FALSE,"Mooney,Daniel F (Co-PI) 1172","Mooney,Daniel F",Co-PI,1172,Mooney,Daniel F,mooney|d,TRUE,Mooney,Daniel,Ag and Food,TRUE
K000166679,2026,1177,Agricultural Biology,FALSE,"Eubanks,Micky (Co-PI) 1177","Eubanks,Micky",Co-PI,1177,Eubanks,Micky,eubanks|m,TRUE,,,,FALSE
K000166784,2026,1172,Agricultural + Resource Economics,TRUE,"Thilmany,Dawn D (Primary PI) 1172","Thilmany,Dawn D",Primary PI,1172,Thilmany,Dawn D,thilmany|d,TRUE,Thilmany,Dawn,Ag and Food,TRUE
K000166697,2026,1177,Agricultural Biology,FALSE,"Nachappa,Punya (Primary PI) 1177","Nachappa,Punya",Primary PI,1177,Nachappa,Punya,nachappa|p,TRUE,,,,FALSE
K000166666,2026,1177,Agricultural Biology,FALSE,"Argueso,Cristiana (Primary PI) 1177","Argueso,Cristiana",Primary PI,1177,Argueso,Cristiana,argueso|c,TRUE,,,,FALSE
K000166666,2026,1177,Agricultural Biology,FALSE,"Denef,Karolien (Co-PI) 2019","Denef,Karolien",Co-PI,2019,Denef,Karolien,denef|k,TRUE,,,,FALSE
K000166666,2026,1177,Agricultural Biology,FALSE,"Boot,Claudia (Co-PI) 2019","Boot,Claudia",Co-PI,2019,Boot,Claudia,boot|c,TRUE,,,,FALSE
K000166666,2026,1177,Agricultural Biology,FALSE,"Yao,Linxing (Co-PI) 2019","Yao,Linxing",Co-PI,2019,Yao,Linxing,yao|l,TRUE,,,,FALSE
K000166541,2026,1177,Agricultural Biology,FALSE,"Nalam,Vamsi (Primary PI) 1177","Nalam,Vamsi",Primary PI,1177,Nalam,Vamsi,nalam|v,TRUE,,,,FALSE
K000166627,2026,1177,Agricultural Biology,FALSE,"Timm,Alicia Eva (Primary PI) 1177","Timm,Alicia Eva",Primary PI,1177,Timm,Alicia Eva,timm|a,TRUE,,,,FALSE
K000166671,2026,1173,Horticulture + Landscape Architecture,FALSE,"Prenni,Jessica E (Primary PI) 1173","Prenni,Jessica E",Primary PI,1173,Prenni,Jessica E,prenni|j,TRUE,,,,FALSE
K000166671,2026,1173,Horticulture + Landscape Architecture,FALSE,"Odenkirk,Melanie Taylor (Co-PI) 1173","Odenkirk,Melanie Taylor",Co-PI,1173,Odenkirk,Melanie Taylor,odenkirk|m,TRUE,,,,FALSE
K000166411,2026,1170,Soil + Crop Sciences,FALSE,"Wardle,Erik M (Primary PI) 1170","Wardle,Erik M",Primary PI,1170,Wardle,Erik M,wardle|e,TRUE,,,,FALSE
K000166411,2026,1170,Soil + Crop Sciences,FALSE,"Deleon,Emmanuel (Co-PI) 1170","Deleon,Emmanuel",Co-PI,1170,Deleon,Emmanuel,deleon|e,TRUE,,,,FALSE
K000166411,2026,1170,Soil + Crop Sciences,FALSE,"Wolf,Katie Elizabeth (Co-PI) 1170","Wolf,Katie Elizabeth",Co-PI,1170,Wolf,Katie Elizabeth,wolf|k,TRUE,,,,FALSE
K000166411,2026,1170,Soil + Crop Sciences,FALSE,"Brown,Ansley Joseph (Co-PI) 1170","Brown,Ansley Joseph",Co-PI,1170,Brown,Ansley Joseph,brown|a,TRUE,,,,FALSE
K000166411,2026,1170,Soil + Crop Sciences,FALSE,"Ladow,Jakob Felix (Co-PI) 1170","Ladow,Jakob Felix",Co-PI,1170,Ladow,Jakob Felix,ladow|j,TRUE,,,,FALSE
K000166308,2026,1171,Animal Sciences,FALSE,"Goncalves Da Costa,Bianca (Primary PI) 1171","Goncalves Da Costa,Bianca",Primary PI,1171,Goncalves Da Costa,Bianca,goncalves da costa|b,TRUE,,,,FALSE
K000166308,2026,1171,Animal Sciences,FALSE,"Manriquez Alvarez,Diego Ignacio (Co-PI) 1171","Manriquez Alvarez,Diego Ignacio",Co-PI,1171,Manriquez Alvarez,Diego Ignacio,manriquez alvarez|d,TRUE,,,,FALSE
K000164962,2026,1170,Soil + Crop Sciences,FALSE,"McKay,John K (Primary PI) 1170","McKay,John K",Primary PI,1170,McKay,John K,mckay|j,TRUE,,,,FALSE
K000165941,2026,1171,Animal Sciences,FALSE,"Manriquez Alvarez,Diego Ignacio (Primary PI) 1171","Manriquez Alvarez,Diego Ignacio",Primary PI,1171,Manriquez Alvarez,Diego Ignacio,manriquez alvarez|d,TRUE,,,,FALSE
K000166514,2026,1177,Agricultural Biology,FALSE,"Nachappa,Punya (Primary PI) 1177","Nachappa,Punya",Primary PI,1177,Nachappa,Punya,nachappa|p,TRUE,,,,FALSE
K000165926,2026,1170,Soil + Crop Sciences,FALSE,"Wardle,Erik M (Primary PI) 1170","Wardle,Erik M",Primary PI,1170,Wardle,Erik M,wardle|e,TRUE,,,,FALSE
K000165926,2026,1170,Soil + Crop Sciences,FALSE,"Bauder,Troy A (Co-PI) 3001","Bauder,Troy A",Co-PI,3001,Bauder,Troy A,bauder|t,TRUE,,,,FALSE
K000165926,2026,1170,Soil + Crop Sciences,FALSE,"Deleon,Emmanuel (Co-PI) 1170","Deleon,Emmanuel",Co-PI,1170,Deleon,Emmanuel,deleon|e,TRUE,,,,FALSE
K000165175,2026,1173,Horticulture + Landscape Architecture,FALSE,"Minas,Ioannis (Primary PI) 1173","Minas,Ioannis",Primary PI,1173,Minas,Ioannis,minas|i,TRUE,,,,FALSE
K000165175,2026,1173,Horticulture + Landscape Architecture,FALSE,"Pieper,Jeff R (Co-PI) 4030","Pieper,Jeff R",Co-PI,4030,Pieper,Jeff R,pieper|j,TRUE,,,,FALSE
K000166400,2026,1170,Soil + Crop Sciences,FALSE,"Schipanski,Meagan Erin (Primary PI) 1170","Schipanski,Meagan Erin",Primary PI,1170,Schipanski,Meagan Erin,schipanski|m,TRUE,,,,FALSE
K000166372,2026,1173,Horticulture + Landscape Architecture,FALSE,"Uchanski,Mark E (Primary PI) 1173","Uchanski,Mark E",Primary PI,1173,Uchanski,Mark E,uchanski|m,TRUE,,,,FALSE
K000166372,2026,1173,Horticulture + Landscape Architecture,FALSE,"Nazemi,Mohammadreza (Co-PI) 1374","Nazemi,Mohammadreza",Co-PI,1374,Nazemi,Mohammadreza,nazemi|m,TRUE,,,,FALSE
K000166467,2026,1170,Soil + Crop Sciences,FALSE,"Deiss,Leonardo (Primary PI) 1170","Deiss,Leonardo",Primary PI,1170,Deiss,Leonardo,deiss|l,TRUE,,,,FALSE
K000166214,2026,1171,Animal Sciences,FALSE,"Engle,Terry E (Primary PI) 1171","Engle,Terry E",Primary PI,1171,Engle,Terry E,engle|t,TRUE,,,,FALSE
K000166515,2026,1170,Soil + Crop Sciences,FALSE,"Yilma,Wubengeda Admasu (Primary PI) 1170","Yilma,Wubengeda Admasu",Primary PI,1170,Yilma,Wubengeda Admasu,yilma|w,TRUE,,,,FALSE
K000166571,2026,1173,Horticulture + Landscape Architecture,FALSE,"Burcham,Daniel C (Primary PI) 1173","Burcham,Daniel C",Primary PI,1173,Burcham,Daniel C,burcham|d,TRUE,,,,FALSE
K000166091,2026,1170,Soil + Crop Sciences,FALSE,"Fonte,Steven John (Primary PI) 1170","Fonte,Steven John",Primary PI,1170,Fonte,Steven John,fonte|s,TRUE,,,,FALSE
K000166091,2026,1170,Soil + Crop Sciences,FALSE,"Deiss,Leonardo (Co-PI) 1170","Deiss,Leonardo",Co-PI,1170,Deiss,Leonardo,deiss|l,TRUE,,,,FALSE
K000166091,2026,1170,Soil + Crop Sciences,FALSE,"Wardle,Erik M (Co-PI) 1170","Wardle,Erik M",Co-PI,1170,Wardle,Erik M,wardle|e,TRUE,,,,FALSE
K000166091,2026,1170,Soil + Crop Sciences,FALSE,"Prairie,Aaron Michael (Co-PI) 1170","Prairie,Aaron Michael",Co-PI,1170,Prairie,Aaron Michael,prairie|a,TRUE,,,,FALSE
K000166404,2026,1171,Animal Sciences,FALSE,"Metcalf,Jessica Lynne (Primary PI) 1171","Metcalf,Jessica Lynne",Primary PI,1171,Metcalf,Jessica Lynne,metcalf|j,TRUE,,,,FALSE
K000166404,2026,1171,Animal Sciences,FALSE,"Seitz,Valerie Alissa (Co-PI) 1171","Seitz,Valerie Alissa",Co-PI,1171,Seitz,Valerie Alissa,seitz|v,TRUE,,,,FALSE
K000166457,2026,1173,Horticulture + Landscape Architecture,FALSE,"Thompson,Henry J (Primary PI) 1173","Thompson,Henry J",Primary PI,1173,Thompson,Henry J,thompson|h,TRUE,,,,FALSE
K000166457,2026,1173,Horticulture + Landscape Architecture,FALSE,"Weir,Tiffany L (Co-PI) 1571","Weir,Tiffany L",Co-PI,1571,Weir,Tiffany L,weir|t,TRUE,,,,FALSE
K000166471,2026,1171,Animal Sciences,FALSE,"Metcalf,Jessica Lynne (Primary PI) 1171","Metcalf,Jessica Lynne",Primary PI,1171,Metcalf,Jessica Lynne,metcalf|j,TRUE,,,,FALSE
K000165689,2026,1177,Agricultural Biology,FALSE,"Shergill,Lovreet S (Primary PI) 1177","Shergill,Lovreet S",Primary PI,1177,Shergill,Lovreet S,shergill|l,TRUE,,,,FALSE
K000165689,2026,1177,Agricultural Biology,FALSE,"Gaines,Todd A (Co-PI) 1177","Gaines,Todd A",Co-PI,1177,Gaines,Todd A,gaines|t,TRUE,,,,FALSE
K000165689,2026,1177,Agricultural Biology,FALSE,"Simske,Steven John (Co-PI) 1377","Simske,Steven John",Co-PI,1377,Simske,Steven John,simske|s,TRUE,,,,FALSE
K000166292,2026,1173,Horticulture + Landscape Architecture,FALSE,"Jayanty,Sastry SSGM (Primary PI) 1173","Jayanty,Sastry SSGM",Primary PI,1173,Jayanty,Sastry SSGM,jayanty|s,TRUE,,,,FALSE
K000166278,2026,1172,Agricultural + Resource Economics,TRUE,"Chenarides,Lauren (Primary PI) 1172","Chenarides,Lauren",Primary PI,1172,Chenarides,Lauren,chenarides|l,TRUE,Chenarides,Lauren,Ag and Food,TRUE
K000166278,2026,1172,Agricultural + Resource Economics,TRUE,"Kroll,Stephan (Co-PI) 1172","Kroll,Stephan",Co-PI,1172,Kroll,Stephan,kroll|s,TRUE,Kroll,Stephan,ENRE,TRUE
K000165260,2026,1177,Agricultural Biology,FALSE,"Shergill,Lovreet S (Primary PI) 1177","Shergill,Lovreet S",Primary PI,1177,Shergill,Lovreet S,shergill|l,TRUE,,,,FALSE
K000165260,2026,1177,Agricultural Biology,FALSE,"Jones-Diamond,Sally Marie (Co-PI) 1170","Jones-Diamond,Sally Marie",Co-PI,1170,Jones-Diamond,Sally Marie,jones diamond|s,TRUE,,,,FALSE
K000165260,2026,1177,Agricultural Biology,FALSE,"Webb,Jason (Co-PI) 1170","Webb,Jason",Co-PI,1170,Webb,Jason,webb|j,TRUE,,,,FALSE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Jayanty,Sastry SSGM (Primary PI) 1173","Jayanty,Sastry SSGM",Primary PI,1173,Jayanty,Sastry SSGM,jayanty|s,TRUE,,,,FALSE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Ballard,Todd Curtis (Co-PI) 4030","Ballard,Todd Curtis",Co-PI,4030,Ballard,Todd Curtis,ballard|t,TRUE,,,,FALSE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Lavhale,Santosh Govind (Co-PI) 1173","Lavhale,Santosh Govind",Co-PI,1173,Lavhale,Santosh Govind,lavhale|s,TRUE,,,,FALSE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Nalam,Vamsi (Co-PI) 1177","Nalam,Vamsi",Co-PI,1177,Nalam,Vamsi,nalam|v,TRUE,,,,FALSE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Thilmany,Dawn D (Co-PI) 1172","Thilmany,Dawn D",Co-PI,1172,Thilmany,Dawn D,thilmany|d,TRUE,Thilmany,Dawn,Ag and Food,TRUE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Gutierrez-Rodriguez,Eduardo (Co-PI) 1173","Gutierrez-Rodriguez,Eduardo",Co-PI,1173,Gutierrez-Rodriguez,Eduardo,gutierrez rodriguez|e,TRUE,,,,FALSE
K000165669,2026,1173,Horticulture + Landscape Architecture,FALSE,"Chikh-Ali,Moham",,,,,,,FALSE,,,,FALSE
K000165434,2026,1177,Agricultural Biology,FALSE,"Borowiec,Marek L (Primary PI) 1177","Borowiec,Marek L",Primary PI,1177,Borowiec,Marek L,borowiec|m,TRUE,,,,FALSE
K000165434,2026,1177,Agricultural Biology,FALSE,"Brown,Zachary Duane (Key Person) 1878","Brown,Zachary Duane",Key Person,1878,Brown,Zachary Duane,brown|z,TRUE,,,,FALSE
K000166318,2026,1171,Animal Sciences,FALSE,"Belk,Keith (Primary PI) 1171","Belk,Keith",Primary PI,1171,Belk,Keith,belk|k,TRUE,,,,FALSE
K000166318,2026,1171,Animal Sciences,FALSE,"Narayanan Nair,Mahesh (Co-PI) 1171","Narayanan Nair,Mahesh",Co-PI,1171,Narayanan Nair,Mahesh,narayanan nair|m,TRUE,,,,FALSE
K000166318,2026,1171,Animal Sciences,FALSE,"Delmore,Robert J (Co-PI) 1171","Delmore,Robert J",Co-PI,1171,Delmore,Robert J,delmore|r,TRUE,,,,FALSE
K000166251,2026,1170,Soil + Crop Sciences,FALSE,"Pottorff,Laura Pickett (Primary PI) 1170","Pottorff,Laura Pickett",Primary PI,1170,Pottorff,Laura Pickett,pottorff|l,TRUE,,,,FALSE
K000166402,2026,1170,Soil + Crop Sciences,FALSE,"Andales,Allan A (Primary PI) 1170","Andales,Allan A",Primary PI,1170,Andales,Allan A,andales|a,TRUE,,,,FALSE
K000166402,2026,1170,Soil + Crop Sciences,FALSE,"Davidson,Jeffery William (Co-PI) 3040","Davidson,Jeffery William",Co-PI,3040,Davidson,Jeffery William,davidson|j,TRUE,,,,FALSE
K000166416,2026,1172,Agricultural + Resource Economics,TRUE,"Lewis,Lynne Yvonne (Primary PI) 1172","Lewis,Lynne Yvonne",Primary PI,1172,Lewis,Lynne Yvonne,lewis|l,TRUE,Lewis,Lynne,ENRE,TRUE
K000166319,2026,1170,Soil + Crop Sciences,FALSE,"Winn,Zachary James (Primary PI) 1170","Winn,Zachary James",Primary PI,1170,Winn,Zachary James,winn|z,TRUE,,,,FALSE
K000166319,2026,1170,Soil + Crop Sciences,FALSE,"Mason,Richard Esten (Co-PI) 1170","Mason,Richard Esten",Co-PI,1170,Mason,Richard Esten,mason|r,TRUE,,,,FALSE
K000166319,2026,1170,Soil + Crop Sciences,FALSE,"Nachappa,Punya (Co-PI) 1177","Nachappa,Punya",Co-PI,1177,Nachappa,Punya,nachappa|p,TRUE,,,,FALSE
K000166252,2026,1177,Agricultural Biology,FALSE,"Timm,Alicia Eva (Primary PI) 1177","Timm,Alicia Eva",Primary PI,1177,Timm,Alicia Eva,timm|a,TRUE,,,,FALSE
K000166200,2026,1177,Agricultural Biology,FALSE,"Shergill,Lovreet S (Primary PI) 1177","Shergill,Lovreet S",Primary PI,1177,Shergill,Lovreet S,shergill|l,TRUE,,,,FALSE
K000166200,2026,1177,Agricultural Biology,FALSE,"Courkamp,Jacob S (Co-PI) 1472","Courkamp,Jacob S",Co-PI,1472,Courkamp,Jacob S,courkamp|j,TRUE,,,,FALSE
K000166128,2026,1177,Agricultural Biology,FALSE,"Argueso,Cristiana (Primary PI) 1177","Argueso,Cristiana",Primary PI,1177,Argueso,Cristiana,argueso|c,TRUE,,,,FALSE
K000165829,2026,1177,Agricultural Biology,FALSE,"Nachappa,Punya (Primary PI) 1177","Nachappa,Punya",Primary PI,1177,Nachappa,Punya,nachappa|p,TRUE,,,,FALSE
K000165829,2026,1177,Agricultural Biology,FALSE,"MacWilliams,Jacob Robert (Co-PI) 1177","MacWilliams,Jacob Robert",Co-PI,1177,MacWilliams,Jacob Robert,macwilliams|j,TRUE,,,,FALSE
K000165829,2026,1177,Agricultural Biology,FALSE,"Uchanski,Mark E (Co-PI) 1173","Uchanski,Mark E",Co-PI,1173,Uchanski,Mark E,uchanski|m,TRUE,,,,FALSE
K000165706,2026,1170,Soil + Crop Sciences,FALSE,"Cotrufo,Maria Francesca (Primary PI) 1170","Cotrufo,Maria Francesca",Primary PI,1170,Cotrufo,Maria Francesca,cotrufo|m,TRUE,,,,FALSE
K000165706,2026,1170,Soil + Crop Sciences,FALSE,"Buchanan,Cassidy Michelle (Co-PI) 1170","Buchanan,Cassidy Michelle",Co-PI,1170,Buchanan,Cassidy Michelle,buchanan|c,TRUE,,,,FALSE
K000165706,2026,1170,Soil + Crop Sciences,FALSE,"Haddix,Michelle (Co-PI) 1170","Haddix,Michelle",Co-PI,1170,Haddix,Michelle,haddix|m,TRUE,,,,FALSE
K000165706,2026,1170,Soil + Crop Sciences,FALSE,"Leuthold,Samuel John (Co-PI) 1170","Leuthold,Samuel John",Co-PI,1170,Leuthold,Samuel John,leuthold|s,TRUE,,,,FALSE
K000165695,2026,1177,Agricultural Biology,FALSE,"Stewart,Jane E (Primary PI) 1177","Stewart,Jane E",Primary PI,1177,Stewart,Jane E,stewart|j,TRUE,,,,FALSE
K000165695,2026,1177,Agricultural Biology,FALSE,"Pieper,Jeff R (Key Person) 4030","Pieper,Jeff R",Key Person,4030,Pieper,Jeff R,pieper|j,TRUE,,,,FALSE
K000165191,2026,1177,Agricultural Biology,FALSE,"Eubanks,Micky (Primary PI) 1177","Eubanks,Micky",Primary PI,1177,Eubanks,Micky,eubanks|m,TRUE,,,,FALSE
K000165928,2026,1170,Soil + Crop Sciences,FALSE,"Deiss,Leonardo (Primary PI) 1170","Deiss,Leonardo",Primary PI,1170,Deiss,Leonardo,deiss|l,TRUE,,,,FALSE
K000165928,2026,1170,Soil + Crop Sciences,FALSE,"Schipanski,Meagan Erin (Co-PI) 1170","Schipanski,Meagan Erin",Co-PI,1170,Schipanski,Meagan Erin,schipanski|m,TRUE,,,,FALSE
K000165928,2026,1170,Soil + Crop Sciences,FALSE,"Namuth Covert,Deana Michelle (Co-PI) 1170","Namuth Covert,Deana Michelle",Co-PI,1170,Namuth Covert,Deana Michelle,namuth covert|d,TRUE,,,,FALSE
K000165928,2026,1170,Soil + Crop Sciences,FALSE,"Ellis,Elizabeth Marie (Co-PI) 1170","Ellis,Elizabeth Marie",Co-PI,1170,Ellis,Elizabeth Marie,ellis|e,TRUE,,,,FALSE
K000165928,2026,1170,Soil + Crop Sciences,FALSE,"Elliott,Adriane L (Co-PI) 1170","Elliott,Adriane L",Co-PI,1170,Elliott,Adriane L,elliott|a,TRUE,,,,FALSE
K000165928,2026,1170,Soil + Crop Sciences,FALSE,"Machmuller,Megan B (Co-PI) 1170","Machmuller,Megan B",Co-PI,1170,Machmuller,Megan B,machmuller|m,TRUE,,,,FALSE
K000165083,2026,1173,Horticulture + Landscape Architecture,FALSE,"Jayanty,Sastry SSGM (Primary PI) 1173","Jayanty,Sastry SSGM",Primary PI,1173,Jayanty,Sastry SSGM,jayanty|s,TRUE,,,,FALSE
K000166061,2026,1172,Agricultural + Resource Economics,TRUE,"Suter,Jordan (Primary PI) 1172","Suter,Jordan",Primary PI,1172,Suter,Jordan,suter|j,TRUE,Suter,Jordan,ENRE,TRUE
K000165247,2026,1173,Horticulture + Landscape Architecture,FALSE,"Gutierrez-Rodriguez,Eduardo (Primary PI) 1173","Gutierrez-Rodriguez,Eduardo",Primary PI,1173,Gutierrez-Rodriguez,Eduardo,gutierrez rodriguez|e,TRUE,,,,FALSE
K000165247,2026,1173,Horticulture + Landscape Architecture,FALSE,"Bartolo,Kristi L (Co-PI) 3040","Bartolo,Kristi L",Co-PI,3040,Bartolo,Kristi L,bartolo|k,TRUE,,,,FALSE
K000165247,2026,1173,Horticulture + Landscape Architecture,FALSE,"Didero,Nicole Marie (Co-PI) 4030","Didero,Nicole Marie",Co-PI,4030,Didero,Nicole Marie,didero|n,TRUE,,,,FALSE
K000165361,2026,1173,Horticulture + Landscape Architecture,FALSE,"Vivanco,Jorge M (Primary PI) 1173","Vivanco,Jorge M",Primary PI,1173,Vivanco,Jorge M,vivanco|j,TRUE,,,,FALSE
K000165361,2026,1173,Horticulture + Landscape Architecture,FALSE,"Afkairin,Antisar SM Omar (Co-PI) 1173","Afkairin,Antisar SM Omar",Co-PI,1173,Afkairin,Antisar SM Omar,afkairin|a,TRUE,,,,FALSE
K000165361,2026,1173,Horticulture + Landscape Architecture,FALSE,"Minas,Ioannis (Co-PI) 1173","Minas,Ioannis",Co-PI,1173,Minas,Ioannis,minas|i,TRUE,,,,FALSE
K000165361,2026,1173,Horticulture + Landscape Architecture,FALSE,"Pieper,Jeff R (Co-PI) 4030","Pieper,Jeff R",Co-PI,4030,Pieper,Jeff R,pieper|j,TRUE,,,,FALSE
K000165986,2026,1171,Animal Sciences,FALSE,"Martin,Jennifer Nicole (Primary PI) 1171","Martin,Jennifer Nicole",Primary PI,1171,Martin,Jennifer Nicole,martin|j,TRUE,,,,FALSE
K000165587,2026,1177,Agricultural Biology,FALSE,"Timm,Alicia Eva (Primary PI) 1177","Timm,Alicia Eva",Primary PI,1177,Timm,Alicia Eva,timm|a,TRUE,,,,FALSE
K000166085,2026,1173,Horticulture + Landscape Architecture,FALSE,"Prenni,Jessica E (Primary PI) 1173","Prenni,Jessica E",Primary PI,1173,Prenni,Jessica E,prenni|j,TRUE,,,,FALSE
K000166085,2026,1173,Horticulture + Landscape Architecture,FALSE,"Uchanski,Mark E (Co-PI) 1173","Uchanski,Mark E",Co-PI,1173,Uchanski,Mark E,uchanski|m,TRUE,,,,FALSE
K000166085,2026,1173,Horticulture + Landscape Architecture,FALSE,"Van Buiten,Charlene Barbara (Co-PI) 1571","Van Buiten,Charlene Barbara",Co-PI,1571,Van Buiten,Charlene Barbara,van buiten|c,TRUE,,,,FALSE
K000166085,2026,1173,Horticulture + Landscape Architecture,FALSE,"Machmuller,Megan B (Co-PI) 1170","Machmuller,Megan B",Co-PI,1170,Machmuller,Megan B,machmuller|m,TRUE,,,,FALSE
K000166085,2026,1173,Horticulture + Landscape Architecture,FALSE,"Wrighton,Kelly Catherine (Co-PI) 1170","Wrighton,Kelly Catherine",Co-PI,1170,Wrighton,Kelly Catherine,wrighton|k,TRUE,,,,FALSE
K000165945,2026,1170,Soil + Crop Sciences,FALSE,"Wrighton,Kelly Catherine (Primary PI) 1170","Wrighton,Kelly Catherine",Primary PI,1170,Wrighton,Kelly Catherine,wrighton|k,TRUE,,,,FALSE
K000165938,2026,1170,Soil + Crop Sciences,FALSE,"Wilkins,Michael James (Primary PI) 1170","Wilkins,Michael James",Primary PI,1170,Wilkins,Michael James,wilkins|m,TRUE,,,,FALSE
K000165938,2026,1170,Soil + Crop Sciences,FALSE,"Wrighton,Kelly Catherine (Co-PI) 1170","Wrighton,Kelly Catherine",Co-PI,1170,Wrighton,Kelly Catherine,wrighton|k,TRUE,,,,FALSE
K000165745,2026,1170,Soil + Crop Sciences,FALSE,"Jones-Diamond,Sally Marie (Primary PI) 1170","Jones-Diamond,Sally Marie",Primary PI,1170,Jones-Diamond,Sally Marie,jones diamond|s,TRUE,,,,FALSE
K000165745,2026,1170,Soil + Crop Sciences,FALSE,"Webb,Jason (Co-PI) 1170","Webb,Jason",Co-PI,1170,Webb,Jason,webb|j,TRUE,,,,FALSE
K000165751,2026,1177,Agricultural Biology,FALSE,"Borowiec,Marek L (Primary PI) 1177","Borowiec,Marek L",Primary PI,1177,Borowiec,Marek L,borowiec|m,TRUE,,,,FALSE
K000165751,2026,1177,Agricultural Biology,FALSE,"Harp,Charles (Co-PI) 1177","Harp,Charles",Co-PI,1177,Harp,Charles,harp|c,TRUE,,,,FALSE
K000165687,2026,1171,Animal Sciences,FALSE,"Seitz,Valerie Alissa (Primary PI) 1171","Seitz,Valerie Alissa",Primary PI,1171,Seitz,Valerie Alissa,seitz|v,TRUE,,,,FALSE
